IMG Number,STOP_TIME,MINIMUM_LATITUDE,MAXIMUM_LATITUDE,WESTERNMOST_LONGITUDE,EASTERNMOST_LONGITUDE,HORIZONTAL_PIXEL_SCALE,VERTICAL_PIXEL_SCALE
IMG_RDR_2017033T142351_V02,2017-02-0214:23:49.224,-89.9872,-83.2651,0.057284,359.986,31572.3461,31572.3461
IMG_RDR_2017033T142422_V02,2017-02-0214:24:19.727,-89.9494,-82.7528,122.2183,302.3501,31773.8033,31773.8033
IMG_RDR_2017033T142452_V02,2017-02-0214:24:50.232,-88.7616,-82.0742,134.2133,291.4703,31975.0829,31975.0829
IMG_RDR_2017033T142523_V02,2017-02-0214:25:20.734,-87.6404,-81.3266,144.4624,281.8867,32176.1516,32176.1516
IMG_RDR_2017033T142553_V02,2017-02-0214:25:51.239,-86.4456,-80.4464,153.764,272.8318,32377.0487,32377.0487
IMG_RDR_2017033T142624_V02,2017-02-0214:26:21.743,-85.2739,-79.5163,161.1625,265.2238,32577.7475,32577.7475
IMG_RDR_2017033T142654_V02,2017-02-0214:26:52.248,-84.0738,-78.5127,167.206,258.6705,32778.261,32778.261
IMG_RDR_2017033T142725_V02,2017-02-0214:27:22.751,-82.9188,-77.5067,171.8056,253.3802,32978.5693,32978.5693
IMG_RDR_2017033T142755_V02,2017-02-0214:27:53.256,-81.7091,-76.4225,175.6654,248.7375,33178.6985,33178.6985
IMG_RDR_2017033T143904_V02,2017-02-0214:39:02.559,-79.4269,-72.1051,0.0021214,359.9999,37521.1857,37521.1857
IMG_RDR_2017033T143935_V02,2017-02-0214:39:33.062,-80.7309,-73.3567,0.0019771,359.9985,37716.8841,37716.8841
IMG_RDR_2017033T144005_V02,2017-02-0214:40:03.565,-82.0233,-74.5634,0.00034294,359.9994,37912.3911,37912.3911
IMG_RDR_2017033T144036_V02,2017-02-0214:40:34.068,-83.3046,-75.7207,0.0015481,359.9999,38107.707,38107.707
IMG_RDR_2017033T144106_V02,2017-02-0214:41:04.572,-84.6074,-76.8513,0.00065437,359.999,38302.8382,38302.8382
IMG_RDR_2017033T144137_V02,2017-02-0214:41:35.074,-85.8374,-77.8628,0.0035161,359.9948,38497.7659,38497.7659
IMG_RDR_2017033T144207_V02,2017-02-0214:42:05.577,-87.1238,-78.8547,0.00074057,359.9993,38692.5157,38692.5157
IMG_RDR_2017033T144238_V02,2017-02-0214:42:36.080,-88.372,-79.7328,0.0008403,359.9989,38887.0689,38887.0689
IMG_RDR_2017033T144308_V02,2017-02-0214:43:06.584,-89.6455,-80.5238,0.0014057,359.9937,39081.4382,39081.4382
IMG_RDR_2017033T144339_V02,2017-02-0214:43:37.086,-89.9817,-81.1475,0.0016834,359.9937,39275.605,39275.605
IMG_RDR_2017033T144409_V02,2017-02-0214:44:07.590,-89.9872,-81.6488,0.0069334,359.9911,39469.595,39469.595
IMG_RDR_2017033T144440_V02,2017-02-0214:44:38.094,-89.9975,-81.5174,0.017543,359.9511,39663.3955,39663.3955
IMG_RDR_2017033T144510_V02,2017-02-0214:45:08.598,-89.9753,-80.9381,108.5778,290.643,39857.007,39857.007
IMG_RDR_2017033T144541_V02,2017-02-0214:45:39.101,-88.7278,-80.2468,118.3307,281.3518,40050.4234,40050.4234
IMG_RDR_2017033T144611_V02,2017-02-0214:46:09.605,-87.4529,-79.4362,127.7164,272.2986,40243.6576,40243.6576
IMG_RDR_2017033T144642_V02,2017-02-0214:46:40.109,-86.1825,-78.5434,136.0413,264.0493,40436.7035,40436.7035
IMG_RDR_2017033T144712_V02,2017-02-0214:47:10.614,-84.8842,-77.562,143.3203,256.5933,40629.5679,40629.5679
IMG_RDR_2017033T144743_V02,2017-02-0214:47:41.118,-83.6195,-76.5512,149.2228,250.2859,40822.2382,40822.2382
IMG_RDR_2017033T144813_V02,2017-02-0214:48:11.622,-82.3558,-75.4981,154.097,244.8599,41014.7212,41014.7212
IMG_RDR_2017033T145853_V02,2017-02-0214:58:50.699,-77.0542,-67.1152,3.4111-05,359.9991,45004.8754,45004.8754
IMG_RDR_2017033T145923_V02,2017-02-0214:59:21.203,-78.6545,-68.8072,0.00046582,359.9998,45193.3326,45193.3326
IMG_RDR_2017033T145954_V02,2017-02-0214:59:51.707,-80.2226,-70.4106,0.00031315,360,45381.6107,45381.6107
IMG_RDR_2017033T150024_V02,2017-02-0215:00:22.212,-81.8043,-71.9711,0.00047885,359.9977,45569.7163,45569.7163
IMG_RDR_2017033T150055_V02,2017-02-0215:00:52.715,-83.2773,-73.3625,0.00076898,359.9986,45757.631,45757.631
IMG_RDR_2017033T150125_V02,2017-02-0215:01:23.220,-84.8113,-74.7448,0.00064943,359.9991,45945.3802,45945.3802
IMG_RDR_2017033T150156_V02,2017-02-0215:01:53.724,-86.2823,-75.9899,0.00029637,359.9932,46132.9456,46132.9456
IMG_RDR_2017033T150226_V02,2017-02-0215:02:24.230,-87.8172,-77.1921,0.0016091,359.9998,46320.3463,46320.3463
IMG_RDR_2017033T150257_V02,2017-02-0215:02:54.733,-89.2133,-78.1706,0.0025335,359.9965,46507.5516,46507.5516
IMG_RDR_2017033T150327_V02,2017-02-0215:03:25.238,-89.9846,-79.0606,0.0080853,359.9977,46694.5929,46694.5929
IMG_RDR_2017033T150428_V02,2017-02-0215:04:26.248,-89.9846,-80.1593,0.027235,359.9783,47068.1479,47068.1479
IMG_RDR_2017033T150459_V02,2017-02-0215:04:56.752,-89.9788,-79.5909,0.38438,359.9779,47254.6564,47254.6564
IMG_RDR_2017033T150529_V02,2017-02-0215:05:27.257,-89.2892,-78.8571,100.1299,274.8205,47440.9962,47440.9962
IMG_RDR_2017033T150600_V02,2017-02-0215:05:57.762,-87.8229,-78.0004,109.4677,265.6702,47627.1618,47627.1618
IMG_RDR_2017033T150630_V02,2017-02-0215:06:28.268,-86.3301,-77.0219,118.284,256.9125,47813.1594,47813.1594
IMG_RDR_2017033T150701_V02,2017-02-0215:06:58.772,-84.9266,-76.0184,125.6084,249.4282,47998.9713,47998.9713
IMG_RDR_2017033T150731_V02,2017-02-0215:07:29.277,-83.4931,-74.929,132.0578,242.655,48184.6163,48184.6163
IMG_RDR_2017033T150802_V02,2017-02-0215:07:59.783,-82.0301,-73.763,137.6042,236.6381,48370.0946,48370.0946
IMG_RDR_2017033T151841_V02,2017-02-0215:18:38.968,-74.1812,-60.7321,0.026306,359.9483,52217.3953,52217.3953
IMG_RDR_2017033T151911_V02,2017-02-0215:19:09.473,-76.1834,-63.193,0.00053525,359.9995,52399.181,52399.181
IMG_RDR_2017033T151942_V02,2017-02-0215:19:39.979,-78.1762,-65.5153,0.00030581,359.9985,52580.8097,52580.8097
IMG_RDR_2017033T152012_V02,2017-02-0215:20:10.484,-80.0523,-67.5915,0.00056636,359.9983,52762.2695,52762.2695
IMG_RDR_2017033T152043_V02,2017-02-0215:20:40.990,-81.9324,-69.57,0.00068677,359.9978,52943.5731,52943.5731
IMG_RDR_2017033T152113_V02,2017-02-0215:21:11.495,-83.7145,-71.3417,0.0011729,359.9995,53124.7088,53124.7088
IMG_RDR_2017033T152144_V02,2017-02-0215:21:42.000,-85.5076,-73.0155,0.0023968,359.9958,53305.689,53305.689
IMG_RDR_2017033T152214_V02,2017-02-0215:22:12.505,-87.2179,-74.4904,0.003131,359.9989,53486.5022,53486.5022
IMG_RDR_2017033T152245_V02,2017-02-0215:22:43.010,-88.8961,-75.8035,0.0013572,359.9959,53667.1547,53667.1547
IMG_RDR_2017033T152315_V02,2017-02-0215:23:13.516,-89.9872,-76.9696,0.00533,359.998,53847.6529,53847.6529
IMG_RDR_2017033T152346_V02,2017-02-0215:23:44.022,-89.9866,-77.9174,0.010879,359.9689,54027.9913,54027.9913
IMG_RDR_2017033T152416_V02,2017-02-0215:24:14.527,-89.9882,-78.6054,0.03452,359.9583,54208.1644,54208.1644
IMG_RDR_2017033T152447_V02,2017-02-0215:24:45.033,-89.9881,-78.1864,0.024697,359.8378,54388.1843,54388.1843
IMG_RDR_2017033T152517_V02,2017-02-0215:25:15.539,-89.6245,-77.3864,84.7855,265.8661,54568.0456,54568.0456
IMG_RDR_2017033T152548_V02,2017-02-0215:25:46.045,-87.9293,-76.4453,94.174,256.5194,54747.7488,54747.7488
IMG_RDR_2017033T152618_V02,2017-02-0215:26:16.551,-86.2572,-75.393,102.9526,247.7026,54927.2942,54927.2942
IMG_RDR_2017033T152649_V02,2017-02-0215:26:47.056,-84.6518,-74.287,110.5583,239.9062,55106.6763,55106.6763
IMG_RDR_2017033T152719_V02,2017-02-0215:27:17.563,-82.9776,-73.0542,117.4912,232.6552,55285.9132,55285.9132
IMG_RDR_2017033T152750_V02,2017-02-0215:27:48.068,-81.4192,-71.8423,122.9736,226.7192,55464.9819,55464.9819
IMG_RDR_2017033T153900_V02,2017-02-0215:38:57.786,-70.5629,-50.7077,0.00096241,359.999,59357.6894,59357.6894
IMG_RDR_2017033T153930_V02,2017-02-0215:39:28.292,-73.1203,-55.2096,0.0023289,359.9993,59533.2804,59533.2804
IMG_RDR_2017033T154001_V02,2017-02-0215:39:58.799,-75.6157,-58.9388,0.0011521,359.999,59708.7301,59708.7301
IMG_RDR_2017033T154031_V02,2017-02-0215:40:29.307,-78.0593,-62.1894,0.00079413,359.9974,59884.0388,59884.0388
IMG_RDR_2017033T154102_V02,2017-02-0215:40:59.814,-80.335,-64.9642,0.00017945,359.9979,60059.1955,60059.1955
IMG_RDR_2017033T154132_V02,2017-02-0215:41:30.321,-82.5293,-67.4421,0.00086725,359.9991,60234.2063,60234.2063
IMG_RDR_2017033T154203_V02,2017-02-0215:42:00.828,-84.6541,-69.6641,0.0012776,359.999,60409.0715,60409.0715
IMG_RDR_2017033T154233_V02,2017-02-0215:42:31.335,-86.7147,-71.6407,0.0024437,359.9989,60583.7915,60583.7915
IMG_RDR_2017033T154304_V02,2017-02-0215:43:01.842,-88.7242,-73.3794,0.0015712,359.9962,60758.3668,60758.3668
IMG_RDR_2017033T154334_V02,2017-02-0215:43:32.350,-89.9735,-74.9046,0.011115,359.9932,60932.8034,60932.8034
IMG_RDR_2017033T154405_V02,2017-02-0215:44:02.857,-89.9957,-76.1109,0.0033414,359.9859,61107.0902,61107.0902
IMG_RDR_2017033T154435_V02,2017-02-0215:44:33.364,-89.9677,-77.0132,0.01527,359.9881,61281.2334,61281.2334
IMG_RDR_2017033T154506_V02,2017-02-0215:45:03.871,-89.993,-76.6468,0.15783,359.954,61455.2334,61455.2334
IMG_RDR_2017033T154536_V02,2017-02-0215:45:34.379,-89.5368,-75.7116,71.9012,254.1065,61629.0961,61629.0961
IMG_RDR_2017033T154607_V02,2017-02-0215:46:04.886,-87.5902,-74.6421,81.4116,244.5415,61802.8106,61802.8106
IMG_RDR_2017033T154637_V02,2017-02-0215:46:35.394,-85.628,-73.4192,90.5319,235.3189,61976.3885,61976.3885
IMG_RDR_2017033T154708_V02,2017-02-0215:47:05.901,-83.7543,-72.137,98.3871,227.2355,62149.8191,62149.8191
IMG_RDR_2017033T154738_V02,2017-02-0215:47:36.409,-81.8601,-70.7506,105.3039,219.962,62323.1138,62323.1138
IMG_RDR_2017033T154809_V02,2017-02-0215:48:06.915,-80.0915,-69.3853,110.7865,213.9966,62496.2562,62496.2562
IMG_RDR_2017033T155850_V02,2017-02-0215:58:46.874,,,,,,
IMG_RDR_2017033T155920_V02,2017-02-0215:59:17.374,,,,,,
IMG_RDR_2017033T155951_V02,2017-02-0215:59:47.874,,,,,,
IMG_RDR_2017033T160021_V02,2017-02-0216:00:18.373,,,,,,
IMG_RDR_2017033T160122_V02,2017-02-0216:01:19.373,,,,,,
IMG_RDR_2017033T160153_V02,2017-02-0216:01:49.872,,,,,,
IMG_RDR_2017033T160223_V02,2017-02-0216:02:20.372,,,,,,
IMG_RDR_2017033T160254_V02,2017-02-0216:02:50.872,,,,,,
IMG_RDR_2017033T160324_V02,2017-02-0216:03:21.372,,,,,,
IMG_RDR_2017033T160355_V02,2017-02-0216:03:51.872,,,,,,
IMG_RDR_2017033T160425_V02,2017-02-0216:04:22.372,,,,,,
IMG_RDR_2017033T160456_V02,2017-02-0216:04:52.873,,,,,,
IMG_RDR_2017033T160526_V02,2017-02-0216:05:23.372,,,,,,
IMG_RDR_2017033T160557_V02,2017-02-0216:05:53.873,,,,,,
IMG_RDR_2017033T160627_V02,2017-02-0216:06:24.372,,,,,,
IMG_RDR_2017033T160658_V02,2017-02-0216:06:54.873,,,,,,
IMG_RDR_2017033T160728_V02,2017-02-0216:07:25.372,,,,,,
IMG_RDR_2017033T160759_V02,2017-02-0216:07:55.873,,,,,,
IMG_RDR_2017033T160829_V02,2017-02-0216:08:26.373,,,,,,
IMG_RDR_2017033T160900_V02,2017-02-0216:08:56.873,,,,,,
IMG_RDR_2017033T160930_V02,2017-02-0216:09:27.374,,,,,,
IMG_RDR_2017033T161001_V02,2017-02-0216:09:57.873,,,,,,
IMG_RDR_2017033T161031_V02,2017-02-0216:10:28.374,,,,,,
IMG_RDR_2017033T161102_V02,2017-02-0216:10:58.874,,,,,,
IMG_RDR_2017033T161132_V02,2017-02-0216:11:29.374,,,,,,
IMG_RDR_2017033T161203_V02,2017-02-0216:11:59.874,,,,,,
IMG_RDR_2017033T161233_V02,2017-02-0216:12:30.374,,,,,,
IMG_RDR_2017033T161304_V02,2017-02-0216:13:00.874,,,,,,
IMG_RDR_2017033T161606_V02,2017-02-0216:16:03.010,,,,,,
IMG_RDR_2017033T161636_V02,2017-02-0216:16:33.512,,,,,,
IMG_RDR_2017033T161707_V02,2017-02-0216:17:04.016,,,,,,
IMG_RDR_2017033T161737_V02,2017-02-0216:17:34.518,,,,,,
IMG_RDR_2017033T161808_V02,2017-02-0216:18:05.022,,,,,,
IMG_RDR_2017033T161838_V02,2017-02-0216:18:35.525,,,,,,
IMG_RDR_2017033T161909_V02,2017-02-0216:19:06.028,,,,,,
IMG_RDR_2017033T161939_V02,2017-02-0216:19:36.531,,,,,,
IMG_RDR_2017033T162010_V02,2017-02-0216:20:07.035,,,,,,
IMG_RDR_2017033T162040_V02,2017-02-0216:20:37.537,,,,,,
IMG_RDR_2017033T162111_V02,2017-02-0216:21:08.041,,,,,,
IMG_RDR_2017033T162141_V02,2017-02-0216:21:38.544,,,,,,
IMG_RDR_2017033T162212_V02,2017-02-0216:22:09.048,,,,,,
IMG_RDR_2017033T162242_V02,2017-02-0216:22:39.550,,,,,,
IMG_RDR_2017033T162313_V02,2017-02-0216:23:10.054,,,,,,
IMG_RDR_2017033T162343_V02,2017-02-0216:23:40.558,,,,,,
IMG_RDR_2017033T162414_V02,2017-02-0216:24:11.061,,,,,,
IMG_RDR_2017033T162444_V02,2017-02-0216:24:41.565,,,,,,
IMG_RDR_2017033T162515_V02,2017-02-0216:25:12.067,,,,,,
IMG_RDR_2017033T162545_V02,2017-02-0216:25:42.571,,,,,,
IMG_RDR_2017033T162616_V02,2017-02-0216:26:13.074,,,,,,
IMG_RDR_2017033T162646_V02,2017-02-0216:26:43.578,,,,,,
IMG_RDR_2017033T162717_V02,2017-02-0216:27:14.081,,,,,,
IMG_RDR_2017033T162747_V02,2017-02-0216:27:44.585,,,,,,
IMG_RDR_2017033T162818_V02,2017-02-0216:28:15.088,,,,,,
IMG_RDR_2017033T163049_V02,2017-02-0216:30:46.786,,,,,,
IMG_RDR_2017033T163150_V02,2017-02-0216:31:47.790,,,,,,
IMG_RDR_2017033T163221_V02,2017-02-0216:32:18.291,,,,,,
IMG_RDR_2017033T163251_V02,2017-02-0216:32:48.794,,,,,,
IMG_RDR_2017033T163322_V02,2017-02-0216:33:19.296,,,,,,
IMG_RDR_2017033T163352_V02,2017-02-0216:33:49.798,,,,,,
IMG_RDR_2017033T163423_V02,2017-02-0216:34:20.300,,,,,,
IMG_RDR_2017033T163453_V02,2017-02-0216:34:50.802,,,,,,
IMG_RDR_2017033T163524_V02,2017-02-0216:35:21.305,,,,,,
IMG_RDR_2017033T163554_V02,2017-02-0216:35:51.806,,,,,,
IMG_RDR_2017033T163625_V02,2017-02-0216:36:22.309,,,,,,
IMG_RDR_2017033T163655_V02,2017-02-0216:36:52.810,,,,,,
IMG_RDR_2017033T163726_V02,2017-02-0216:37:23.313,,,,,,
IMG_RDR_2017033T163756_V02,2017-02-0216:37:53.814,,,,,,
IMG_RDR_2017033T163827_V02,2017-02-0216:38:24.317,,,,,,
IMG_RDR_2017033T163857_V02,2017-02-0216:38:54.819,,,,,,
IMG_RDR_2017033T163928_V02,2017-02-0216:39:25.322,,,,,,
IMG_RDR_2017033T163958_V02,2017-02-0216:39:55.823,,,,,,
IMG_RDR_2017033T164029_V02,2017-02-0216:40:26.326,,,,,,
IMG_RDR_2017033T164059_V02,2017-02-0216:40:56.829,,,,,,
IMG_RDR_2017033T164130_V02,2017-02-0216:41:27.330,,,,,,
IMG_RDR_2017033T164200_V02,2017-02-0216:41:57.832,,,,,,
IMG_RDR_2017033T164231_V02,2017-02-0216:42:28.333,,,,,,
IMG_RDR_2017033T164301_V02,2017-02-0216:42:58.836,,,,,,
IMG_RDR_2017033T164604_V02,2017-02-0216:46:01.041,,,,,,
IMG_RDR_2017033T164634_V02,2017-02-0216:46:31.542,,,,,,
IMG_RDR_2017033T164705_V02,2017-02-0216:47:02.043,,,,,,
IMG_RDR_2017033T164735_V02,2017-02-0216:47:32.543,,,,,,
IMG_RDR_2017033T164806_V02,2017-02-0216:48:03.045,,,,,,
IMG_RDR_2017033T164836_V02,2017-02-0216:48:33.545,,,,,,
IMG_RDR_2017033T164907_V02,2017-02-0216:49:04.046,,,,,,
IMG_RDR_2017033T164937_V02,2017-02-0216:49:34.546,,,,,,
IMG_RDR_2017033T165008_V02,2017-02-0216:50:05.048,,,,,,
IMG_RDR_2017033T165038_V02,2017-02-0216:50:35.548,,,,,,
IMG_RDR_2017033T165109_V02,2017-02-0216:51:06.049,,,,,,
IMG_RDR_2017033T165139_V02,2017-02-0216:51:36.551,,,,,,
IMG_RDR_2017033T165210_V02,2017-02-0216:52:07.051,,,,,,
IMG_RDR_2017033T165240_V02,2017-02-0216:52:37.553,,,,,,
IMG_RDR_2017033T165311_V02,2017-02-0216:53:08.053,,,,,,
IMG_RDR_2017033T165341_V02,2017-02-0216:53:38.554,,,,,,
IMG_RDR_2017033T165412_V02,2017-02-0216:54:09.055,,,,,,
IMG_RDR_2017033T165442_V02,2017-02-0216:54:39.556,,,,,,
IMG_RDR_2017033T165513_V02,2017-02-0216:55:10.055,,,,,,
IMG_RDR_2017033T165543_V02,2017-02-0216:55:40.557,,,,,,
IMG_RDR_2017033T165614_V02,2017-02-0216:56:11.058,,,,,,
IMG_RDR_2017033T165644_V02,2017-02-0216:56:41.560,,,,,,
IMG_RDR_2017033T165715_V02,2017-02-0216:57:12.061,,,,,,
IMG_RDR_2017033T165745_V02,2017-02-0216:57:42.562,,,,,,
IMG_RDR_2017033T165816_V02,2017-02-0216:58:13.063,,,,,,
IMG_RDR_2017033T170047_V02,2017-02-0217:00:44.828,,,,,,
IMG_RDR_2017033T170118_V02,2017-02-0217:01:15.328,,,,,,
IMG_RDR_2017033T170219_V02,2017-02-0217:02:16.328,,,,,,
IMG_RDR_2017033T170249_V02,2017-02-0217:02:46.827,,,,,,
IMG_RDR_2017033T170320_V02,2017-02-0217:03:17.327,,,,,,
IMG_RDR_2017033T170350_V02,2017-02-0217:03:47.826,,,,,,
IMG_RDR_2017033T170421_V02,2017-02-0217:04:18.327,,,,,,
IMG_RDR_2017033T170451_V02,2017-02-0217:04:48.826,,,,,,
IMG_RDR_2017033T170522_V02,2017-02-0217:05:19.327,,,,,,
IMG_RDR_2017033T170552_V02,2017-02-0217:05:49.827,,,,,,
IMG_RDR_2017033T170623_V02,2017-02-0217:06:20.326,,,,,,
IMG_RDR_2017033T170653_V02,2017-02-0217:06:50.827,,,,,,
IMG_RDR_2017033T170724_V02,2017-02-0217:07:21.326,,,,,,
IMG_RDR_2017033T170754_V02,2017-02-0217:07:51.827,,,,,,
IMG_RDR_2017033T170825_V02,2017-02-0217:08:22.325,,,,,,
IMG_RDR_2017033T170855_V02,2017-02-0217:08:52.825,,,,,,
IMG_RDR_2017033T170926_V02,2017-02-0217:09:23.325,,,,,,
IMG_RDR_2017033T170956_V02,2017-02-0217:09:53.825,,,,,,
IMG_RDR_2017033T171027_V02,2017-02-0217:10:24.325,,,,,,
IMG_RDR_2017033T171057_V02,2017-02-0217:10:54.825,,,,,,
IMG_RDR_2017033T171128_V02,2017-02-0217:11:25.325,,,,,,
IMG_RDR_2017033T171158_V02,2017-02-0217:11:55.825,,,,,,
IMG_RDR_2017033T171229_V02,2017-02-0217:12:26.325,,,,,,
IMG_RDR_2017033T171259_V02,2017-02-0217:12:56.825,,,,,,
IMG_RDR_2017033T171602_V02,2017-02-0217:15:59.094,,,,,,
IMG_RDR_2017033T171632_V02,2017-02-0217:16:29.594,,,,,,
IMG_RDR_2017033T171703_V02,2017-02-0217:17:00.092,,,,,,
IMG_RDR_2017033T171733_V02,2017-02-0217:17:30.592,,,,,,
IMG_RDR_2017033T171804_V02,2017-02-0217:18:01.091,,,,,,
IMG_RDR_2017033T171834_V02,2017-02-0217:18:31.590,,,,,,
IMG_RDR_2017033T171905_V02,2017-02-0217:19:02.088,,,,,,
IMG_RDR_2017033T171935_V02,2017-02-0217:19:32.588,,,,,,
IMG_RDR_2017033T172006_V02,2017-02-0217:20:03.086,,,,,,
IMG_RDR_2017033T172036_V02,2017-02-0217:20:33.586,,,,,,
IMG_RDR_2017033T172107_V02,2017-02-0217:21:04.085,,,,,,
IMG_RDR_2017033T172137_V02,2017-02-0217:21:34.583,,,,,,
IMG_RDR_2017033T172208_V02,2017-02-0217:22:05.082,,,,,,
IMG_RDR_2017033T172238_V02,2017-02-0217:22:35.581,,,,,,
IMG_RDR_2017033T172309_V02,2017-02-0217:23:06.080,,,,,,
IMG_RDR_2017033T172339_V02,2017-02-0217:23:36.579,,,,,,
IMG_RDR_2017033T172410_V02,2017-02-0217:24:07.079,,,,,,
IMG_RDR_2017033T172440_V02,2017-02-0217:24:37.578,,,,,,
IMG_RDR_2017033T172511_V02,2017-02-0217:25:08.077,,,,,,
IMG_RDR_2017033T172541_V02,2017-02-0217:25:38.576,,,,,,
IMG_RDR_2017033T172612_V02,2017-02-0217:26:09.075,,,,,,
IMG_RDR_2017033T172642_V02,2017-02-0217:26:39.574,,,,,,
IMG_RDR_2017033T172713_V02,2017-02-0217:27:10.074,,,,,,
IMG_RDR_2017033T172743_V02,2017-02-0217:27:40.572,,,,,,
IMG_RDR_2017033T172814_V02,2017-02-0217:28:11.072,,,,,,
IMG_RDR_2017033T173046_V02,2017-02-0217:30:42.888,,,,,,
IMG_RDR_2017033T173116_V02,2017-02-0217:31:13.387,,,,,,
IMG_RDR_2017033T173147_V02,2017-02-0217:31:43.885,,,,,,
IMG_RDR_2017033T173248_V02,2017-02-0217:32:44.882,,,,,,
IMG_RDR_2017033T173318_V02,2017-02-0217:33:15.380,,,,,,
IMG_RDR_2017033T173349_V02,2017-02-0217:33:45.878,,,,,,
IMG_RDR_2017033T173419_V02,2017-02-0217:34:16.376,,,,,,
IMG_RDR_2017033T173450_V02,2017-02-0217:34:46.875,,,,,,
IMG_RDR_2017033T173520_V02,2017-02-0217:35:17.372,,,,,,
IMG_RDR_2017033T173551_V02,2017-02-0217:35:47.870,,,,,,
IMG_RDR_2017033T173621_V02,2017-02-0217:36:18.368,,,,,,
IMG_RDR_2017033T173652_V02,2017-02-0217:36:48.867,,,,,,
IMG_RDR_2017033T173722_V02,2017-02-0217:37:19.365,,,,,,
IMG_RDR_2017033T173753_V02,2017-02-0217:37:49.863,,,,,,
IMG_RDR_2017033T173823_V02,2017-02-0217:38:20.361,,,,,,
IMG_RDR_2017033T173854_V02,2017-02-0217:38:50.860,,,,,,
IMG_RDR_2017033T173924_V02,2017-02-0217:39:21.359,,,,,,
IMG_RDR_2017033T173955_V02,2017-02-0217:39:51.857,,,,,,
IMG_RDR_2017033T174025_V02,2017-02-0217:40:22.355,,,,,,
IMG_RDR_2017033T174056_V02,2017-02-0217:40:52.853,,,,,,
IMG_RDR_2017033T174126_V02,2017-02-0217:41:23.352,,,,,,
IMG_RDR_2017033T174157_V02,2017-02-0217:41:53.850,,,,,,
IMG_RDR_2017033T174227_V02,2017-02-0217:42:24.349,,,,,,
IMG_RDR_2017033T174257_V02,2017-02-0217:42:54.847,,,,,,
IMG_RDR_2017033T174600_V02,2017-02-0217:45:57.162,,,,,,
IMG_RDR_2017033T174630_V02,2017-02-0217:46:27.658,,,,,,
IMG_RDR_2017033T174701_V02,2017-02-0217:46:58.157,,,,,,
IMG_RDR_2017033T174731_V02,2017-02-0217:47:28.655,,,,,,
IMG_RDR_2017033T174802_V02,2017-02-0217:47:59.153,,,,,,
IMG_RDR_2017033T174832_V02,2017-02-0217:48:29.650,,,,,,
IMG_RDR_2017033T174903_V02,2017-02-0217:49:00.148,,,,,,
IMG_RDR_2017033T174933_V02,2017-02-0217:49:30.645,,,,,,
IMG_RDR_2017033T175004_V02,2017-02-0217:50:01.142,,,,,,
IMG_RDR_2017033T175034_V02,2017-02-0217:50:31.640,,,,,,
IMG_RDR_2017033T175105_V02,2017-02-0217:51:02.137,,,,,,
IMG_RDR_2017033T175135_V02,2017-02-0217:51:32.634,,,,,,
IMG_RDR_2017033T175206_V02,2017-02-0217:52:03.132,,,,,,
IMG_RDR_2017033T175236_V02,2017-02-0217:52:33.631,,,,,,
IMG_RDR_2017033T175307_V02,2017-02-0217:53:04.129,,,,,,
IMG_RDR_2017033T175337_V02,2017-02-0217:53:34.625,,,,,,
IMG_RDR_2017033T175408_V02,2017-02-0217:54:05.124,,,,,,
IMG_RDR_2017033T175438_V02,2017-02-0217:54:35.622,,,,,,
IMG_RDR_2017033T175509_V02,2017-02-0217:55:06.119,,,,,,
IMG_RDR_2017033T175539_V02,2017-02-0217:55:36.617,,,,,,
IMG_RDR_2017033T175610_V02,2017-02-0217:56:07.115,,,,,,
IMG_RDR_2017033T175640_V02,2017-02-0217:56:37.612,,,,,,
IMG_RDR_2017033T175711_V02,2017-02-0217:57:08.108,,,,,,
IMG_RDR_2017033T175741_V02,2017-02-0217:57:38.607,,,,,,
IMG_RDR_2017033T175812_V02,2017-02-0217:58:09.106,,,,,,
IMG_RDR_2017033T180044_V02,2017-02-0218:00:40.962,,,,,,
IMG_RDR_2017033T180114_V02,2017-02-0218:01:11.458,,,,,,
IMG_RDR_2017033T180145_V02,2017-02-0218:01:41.954,,,,,,
IMG_RDR_2017033T180215_V02,2017-02-0218:02:12.451,,,,,,
IMG_RDR_2017033T180316_V02,2017-02-0218:03:13.445,,,,,,
IMG_RDR_2017033T180347_V02,2017-02-0218:03:43.942,,,,,,
IMG_RDR_2017033T180417_V02,2017-02-0218:04:14.439,,,,,,
IMG_RDR_2017033T180448_V02,2017-02-0218:04:44.934,,,,,,
IMG_RDR_2017033T180518_V02,2017-02-0218:05:15.432,,,,,,
IMG_RDR_2017033T180549_V02,2017-02-0218:05:45.929,,,,,,
IMG_RDR_2017033T180619_V02,2017-02-0218:06:16.426,,,,,,
IMG_RDR_2017033T180650_V02,2017-02-0218:06:46.923,,,,,,
IMG_RDR_2017033T180720_V02,2017-02-0218:07:17.420,,,,,,
IMG_RDR_2017033T180751_V02,2017-02-0218:07:47.917,,,,,,
IMG_RDR_2017033T180821_V02,2017-02-0218:08:18.413,,,,,,
IMG_RDR_2017033T180852_V02,2017-02-0218:08:48.910,,,,,,
IMG_RDR_2017033T180922_V02,2017-02-0218:09:19.407,,,,,,
IMG_RDR_2017033T180953_V02,2017-02-0218:09:49.903,,,,,,
IMG_RDR_2017033T181023_V02,2017-02-0218:10:20.400,,,,,,
